FOTOTREE NAME                                      | LATITUDE     | LONGITUDE    | LOCATION NAME
DNA Run 2024                                       | -6.938188    | 107.70526    | 
Doc Fest Run 2023                                  | -6.9012322   | 107.618706   | 
Docfest Run 2025                                   | -6.9129677   | 107.60893    | 
Dogathlon Trail Run 2.0 2025                       | -6.779267    | 107.630714   | 
Doraemon Run 2025 – Indonesia                      | -6.284351    | 106.63687    | 
Downhill Semanggi                                  | -6.217798    | 106.81397    | 
DPK PPNI RS Samaritan Fun Run 2025                 | -0.92575437  | 119.881004   | 
Duasisi Fun Run 2025                               | -7.249669    | 110.06382    | 
DuduluRUN 2025                                     | -6.956393    | 107.688515   | 
Dudulurun Trail 2026                               | -6.8765793   | 107.72543    | 
Duo Dash Run 6K 2025                               | -7.286352    | 112.63325    | 
Durian Fun Run 2026                                | -8.2365265   | 114.20548    | 
Dusun Bambu Trail Run 2025                         | -6.7894483   | 107.579216   | 
Eagle Run 2025                                     | -7.463069    | 112.44805    | 
EAON DELTAMAS                                      | -6.348771    | 107.19348    | 
Earth Run 2024                                     | -6.9784107   | 107.63877    | 
Earth Run 2025                                     | -6.8588877   | 107.48463    | 
East Java Running Fest Chapter Kediri 2025         | -7.811365    | 112.01399    | 
East Java Running Festival Surabaya 2025           | -7.4427967   | 112.7193     | 
Eat Play and Chill at PIK2                         | -6.0758367   | 106.71649    | 
Eco Run 2023                                       | -6.889913    | 107.60675    | 
Eco Run System 5K Run 2025                         | -8.166609    | 115.009285   | 
Ecoloops Citra Raya Tangerang                      | -6.2481413   | 106.52578    | 
Ecopark Jababeka                                   | -6.3057666   | 107.17327    | 
Edelweiss Running Festival 2025                    | -6.8031487   | 107.17158    | 
Eiger saturdate run 5k                             | -8.718067    | 115.21922    | 
Ejiprun                                            | -6.323797    | 107.11344    | 
Ekbispar Banten 5K 2025                            | -6.173663    | 106.15656    | 
El John Fun Run 2026                               | -8.219898    | 111.07969    | 
eL Run 2024                                        | -6.915945    | 107.61062    | 
El Run 2025                                        | 6.916218     | 107.61064    | 
Elang jawa trail run 2024                          | -6.7719636   | 106.72276    | 
Elbe Bubble Run 2026                               | -7.2992516   | 108.76619    | 
EleFun RUN Semi Trail 5K 2025                      | -5.104902    | 105.6598     | 
ELev8 Fun Run 2024                                 | -7.8223033   | 110.36752    | 
Elite Fun Run                                      | -8.670364    | 115.24397    | 
Embung Potorono                                    | -7.830296    | 110.42058    | 
Embung Tambakboyo                                  | -7.755486    | 110.41283    | 
Embung watuagung                                   | -7.5977526   | 109.39915    | 
Emina Girls Fun Run Vol.2 2026                     | -7.8160586   | 111.00021    | 
emina run’n chiil sma semen gresik                 | -7.1807256   | 112.6485     | 
Eminence Run 2024                                  | -6.7082295   | 107.02298    | 
Empower Run 2025                                   | -6.283906    | 106.7145     | 
Engineering Fun Run 2026                           | -7.7650514   | 110.372444   | 
Enrekang                                           | -3.4590745   | 119.88152    | 
Entrasol Master Run 2023                           | -6.058995    | 106.70005    | 
Erafone Fun Run 2023                               | -6.2164974   | 106.975006   | 
Erafone Run 2024 - Jogja                           | -7.782376    | 110.401085   | 
Erafone Run Banten 2024                            | -6.1209407   | 106.17167    | 
Escala loop                                        | -6.222134    | 106.65816    | 
Factory Batamindo Fun Run 2025                     | 1.0683233    | 104.02517    | 
Fakultas Dr. Run UMB Palopo 2025                   | -2.9950867   | 120.18839    | 
Family Botanic Fun Run 2025                        | -6.9531074   | 108.42951    | 
FAMILY DASH 2026 3K                                | -6.2521443   | 106.56166    | 
Family Fun Run Jakarta Escape x ISMê 2025          | -6.3266025   | 106.919334   | 
Family Gathering Bank Mandiri 2024                 | -6.37567     | 106.90289    | 
Family Run & Fun Sekolah Citra Berkat Surabaya     | -7.25243     | 112.63038    | 
FAMILY RUN STIKes Kesdam IX/Udayana 2025           | -8.661577    | 115.21991    | 
Farmtastic Run 2025                                | -6.9261746   | 107.77469    | 
Fearless Run 2024                                  | -0.88783103  | 119.87078    | 
Festival Hari Nusantara HUT Korem Cirebon          | -6.840344    | 108.80714    | 
Fieris Kertajati Fun Run 2026                      | -6.7141733   | 108.171394   | 
Fifteen Fun Run 5K 2025                            | -6.877946    | 107.57437    | 
Fikes Fun Run 2024                                 | -7.403986    | 109.24631    | 
First Sunday Run 8K 2025                           | -7.7833533   | 110.4005     | 
FISIP 5K RUN                                       | -8.09932     | 112.19024    | 
FISIP UI Night Run 5K 2025                         | -6.3621      | 106.83036    | 
Fit Motion 5K Fun Run 2025                         | -8.672684    | 115.23563    | 
Fitbar - Independence Day Run 2023                 | -1.2237172   | 116.96398    | 
Fitbar Ambalat Trail Run 7K 2026                   | -1.1223737   | 117.0461     | 
FK Umsida Run 2026                                 | -7.466762    | 112.71687    | 
Flash Run 2025                                     | -8.674045    | 115.20712    | 
Flex Muscle War 2024                               | 1.4413863    | 125.14849    | 
Flores Timur                                       | -8.313094    | 122.9663     | 
Fly Over Janti                                     | -7.78322     | 110.410866   | 
Flyover Cibinong                                   | -6.463744    | 106.856346   | 
Flyover Kuningan Arah Menteng                      | -6.2036815   | 106.82779    | 
FLYOVER KUNINGAN JAKARTA                           | -6.20474     | 106.82805    | 
Flyover Pantoloan Palu - Sulteng                   | -0.7140509   | 119.86247    | 
FMIPA Fun Run 2025                                 | -7.766935    | 110.376305   | 
Forest Adventure Trail                             | -7.6409645   | 111.15334    | 
Forest Adventure Trail 2026                        | -7.63308     | 111.13569    | 
Forest Run 2024 by BSB City                        | -7.0447354   | 110.32481    | 
Forester Run 2024                                  | -6.5570054   | 106.729095   | 
Forestry Run 2024                                  | -7.7667923   | 110.38095    | 
Forkopimda Cotton Run 2025                         | -7.5566826   | 112.23339    | 
Fortuna Run #3 2024                                | -7.796984    | 110.39241    | 
Fortuna Run 2024                                   | -7.7934566   | 110.36288    | 
FOTO SENTUL                                        | -6.573261    | 106.840065   | 
Foto/Video Lari by dailysport_ina                  | -1.881795    | 106.10634    | 
Fotomu di IdeaPictureWork                          | -7.5327983   | 110.77753    | 
Fotowoi                                            | -6.902062    | 107.61185    | 
FOTOYU CREATOR MANADO                              | 1.4907886    | 124.83816    | 
Free Trial Next Padel 2025                         | -2.9007423   | 104.75612    | 
Freeport Olympic Fun Run 2025                      | -7.1488233   | 112.61241    | 
Freeport Olympic Run 2024                          | -6.2176843   | 106.83016    | 
FRESH RUN 2025                                     | -7.948721    | 112.607506   | 
From Sea To Summit 2025                            | -8.142736    | 114.65232    | 
Frutavora Trail Run 2025                           | -7.945784    | 110.426575   | 
FSPG GZK 2024 FUN RUN                              | 1.22146      | 124.78231    | 
FTI Run 2025                                       | -7.609974    | 112.237114   | 
FTL Dunia Lain 2025                                | -6.2083964   | 106.812      | 
FTL Takeover Surabaya Grand Opening 2026           | -7.289167    | 112.7795     | 
FTL Tribute 2025                                   | -6.241252    | 106.84005    | 
FTL Universe 2025                                  | -6.1982894   | 106.82138    | 
Fullmoon Festival 2024                             | -7.304774    | 112.76056    | 
Fun Color Run Purwakarta 2025                      | -6.5575385   | 107.44406    | 
Fun Energy Run 2025 5K Temanggung                  | -7.3167624   | 110.184944   | 
Fun Fit Weekend Goes To Semarang 2025              | -7.0543923   | 110.43122    | 
Fun Night Run Kejuaraan Tarkam 2025                | -3.0058465   | 106.48911    | 
Fun Run #1 2025                                    | -7.7727838   | 110.391884   | 
Fun Run & Bake 2025                                | -7.7932343   | 110.35964    | 
Fun Run & Tech 2026                                | -6.5608053   | 107.4404     | 
Fun Run 10K Melambung 2024                         | -7.929829    | 112.68862    | 
Fun Run 4.4K Milad UMY 2025                        | -7.810866    | 110.324      | 
Fun Run 40th Tiara Dewata                          | -8.63753     | 115.174774   | 
Fun Run 5K & Drug Education 2024                   | -3.439033    | 119.349434   | 
FUN RUN 5K HUT RSUD dr. SOESELO Ke 77              | -6.9937096   | 109.13787    | 
Fun Run 5K Kejuaraan Tarkam Kemenpora 2025         | 0.33647716   | 101.01965    | 
FUN RUN 5K KEMENPORA PANGANDARAN                   | -7.676181    | 108.58802    | 
Fun run 5k McD siliwangi ft Stimuno                | -7.3486958   | 108.22683    | 
Fun Run 5K MMS                                     | -0.89543086  | 119.854385   | 
Fun Run 5K RS Siti Khodijah 2024                   | -7.345079    | 112.69891    | 
Fun Run 5K RSU Islam Boyolali 2025                 | -7.5504446   | 110.62171    | 
Fun Run 5K with AS Putra Runners x The Good Wife   | -6.9797945   | 108.47934    | 
FUN RUN 5k With HoKo Run Club Cimahi               | -6.8697147   | 107.55055    | 
Fun Run 6K Kota Sukabumi 2024                      | -6.9187145   | 106.93408    | 
FUN RUN 7.9K HUT ARMADA RI 2024                    | -8.576603    | 116.0798     | 
Fun Run 8K Lari sama Mantan 2025                   | -6.9796166   | 110.41202    | 
Fun Run : Steps of Harmony 2025                    | -6.888938    | 107.61177    | 
Fun Run and Walk MPHB GKI Gejayan 2025             | -7.7628374   | 110.39507    | 
Fun Run Antartika 2                                | -7.433272    | 112.724945   | 
Fun Run B55K 2025                                  | -6.37474     | 107.470955   | 
Fun Run Back to Nature 2026                        | -6.6169534   | 107.49589    | 
Fun Run Bajubang                                   | -1.782141    | 103.324684   | 
Fun Run Borobudur 2024                             | -7.6236577   | 110.18915    | 
Fun Run Bulan K3 Pertamina EP Zona 7 Field Tambun  | -6.1316805   | 107.03133    | 
Fun Run Cak 2025                                   | -6.2167974   | 106.8009     | 
Fun Run Dispora Lampung Utara                      | -4.7688704   | 104.84605    | 
Fun Run Fivoria 2025                               | -6.939959    | 106.92676    | 
Fun Run Fun Walk FKPPI Yogyakarta 2024             | -7.8006477   | 110.39218    | 
Fun Run GMS Gedebage 2025                          | -6.9514184   | 107.69232    | 
Fun Run HAM 2025                                   | -6.2221966   | 106.83166    | 
Fun Run Harlah UKM GEMALAWA 2026                   | -7.0369844   | 109.573875   | 
FUN RUN HUT IDI PANGANDARAN                        | -7.680454    | 108.6452     | 
Fun Run IDI Serang 2025                            | -6.11696     | 106.151886   | 
Fun Run IKA Unair Sidoarjo 2025                    | -7.4376945   | 112.72426    | 
FUN RUN IMANUEL 2024                               | -5.385708    | 105.28781    | 
Fun Run Kemerdekaan 6.8 km                         | -8.587131    | 116.13158    | 
Fun Run MMSA 22nd Anniversary 2025                 | -7.813689    | 110.3218     | 
Fun Run Party Color 2026                           | -8.116274    | 113.22912    | 
Fun Run Penerbad 5K                                | -6.9741087   | 110.37445    | 
Fun Run Psychomonth 30 2025                        | -7.7982626   | 110.38382    | 
Fun Run Randangan 2024                             | 0.5179676    | 121.82952    | 
Fun Run Sakmblayune 5K 2026                        | -8.172598    | 113.217064   | 
Fun Run SHA Solo 9th 2024                          | -7.553947    | 110.80357    | 
Fun Run Super Hero 2025                            | -6.1885104   | 106.97496    | 
Fun Run to New Beginnings 2025                     | -6.2606425   | 106.618385   | 
FUN RUN TOUR DE KOTABARU                           | -7.7839937   | 110.374626   | 
Fun Run UNISBA 2024                                | -6.903442    | 107.608215   | 
Fun Run Universitas Terbuka Bojonegoro 2026        | -7.162597    | 111.878      | 
Fun Run WeekFest 2025                              | -7.310608    | 112.67985    | 
Fun Run with Ayenda 2026                           | -8.552302    | 115.287025   | 
FUN RUN XTRADA 3 FUN                               | -7.346522    | 108.245964   | 
Fun Run Yogya Pekalongan X Kahf 2025               | -6.88971     | 109.67904    | 
FUN RUN: Festa Ignite 2025                         | -6.8060913   | 107.14315    | 
Fun To Run Yogya Grand Majalengka                  | -6.8336635   | 108.216515   | 
Fun To Run Yogya Kuningan 2025                     | -6.9696736   | 108.49496    | 
Fun Trail Run Desa Terong 2025                     | -2.6424115   | 107.64737    | 
Fun Trail Run Konservasi Karahayon 2025            | -7.364461    | 109.67373    | 
Fun Walk Muharam Fair Asih Putera 2025             | -6.873144    | 107.54228    | 
Fun Walk Trisakti Institute of Tourism 2025        | -6.223142    | 106.80303    | 
FUNDAAN RUNNING 2K24                               | -7.676787    | 112.68964    | 
FunRun 5k 2024 kota bukit indah industrial estate  | -6.4459124   | 107.450615   | 
FUNRUN 5K HUT SULI BARAT                           | -3.4764      | 120.30851    | 
Funrun batu sopang 5k 2026                         | -1.829175    | 115.921074   | 
Funtactic Run 2023                                 | -6.70528     | 106.99139    | 
Funtactic Run 2024                                 | -6.699834    | 106.97092    | 
Funtastic Run Fest Kudus 2025                      | -6.7617936   | 110.86574    | 
Funtastic Run Salatiga 2025                        | -7.3555856   | 110.495995   | 
Funwalk 5K PIK 2 2025                              | -6.0802517   | 106.720955   | 
Funwalk Baksos Merah Putih PDGI Kota Bekasi 2025   | -6.2773447   | 106.97302    | 
Fuqing Run 2026                                    | -7.9390416   | 112.68314    | 
Gajah Run 2025                                     | -7.2641478   | 112.745544   | 
Gajah Trail Run 2024                               | -7.357903    | 110.399574   | 
Gajah Trail Run Ultra 2025                         | -7.3609195   | 110.42606    | 
Galaxy Mall Foam Run 2025                          | -7.273973    | 112.78268    | 
Galeri AM                                          | -7.5897965   | 110.74708    | 
Galeri Daus Cekrek                                 | -7.544348    | 110.80303    | 
Galeri JPGRAW                                      | -5.1201596   | 120.247314   | 
Galeri Klikphotograph                              | -5.6762557   | 119.74954    | 
Gallery runbikelens                                | -6.8987575   | 107.61283    | 
Galuh Mas Karawang                                 | -6.327241    | 107.29173    | 
Galunggung Trail & Camp 2026                       | -7.2658577   | 108.071236   | 
GAMA LOOP                                          | -7.130365    | 112.41573    | 
Ganesha Fun Run 5K 2025                            | -7.2199407   | 112.71825    | 
GAPURO TO GAPURO 2025                              | -7.571927    | 110.82103    | 
Gapuro to Gapuro 2026                              | -7.558238    | 110.78381    | 
Garden City Loop Bojongsari                        | -6.380697    | 106.73762    | 
Gardena Fun N Fit Anniversary Run 2025             | -7.7829113   | 110.38125    | 
Garmin Run Indonesia 2023                          | -6.2405753   | 106.62833    | 
Garmin Run Indonesia 2025                          | -6.301569    | 106.63651    | 
Garnier Wash and Run 2026                          | -7.569268    | 110.815956   | 
Garuda Fun Run 2024                                | -8.094862    | 112.707794   | 
Garuda Running 5K 2026                             | -8.53916     | 115.16514    | 
Garut                                              | -7.50122     | 107.76362    | 
Garut Run Fest 2024                                | -7.18962     | 107.874176   | 
Garut Run Fest 2025                                | -7.216853    | 107.91734    | 
Garut Runtainment 2025                             | -7.215879    | 107.90405    | 
Gasibu                                             | -6.900273    | 107.61867    | 
Gatot Subroto Indramayu                            | -6.344583    | 108.333534   | 
Gayo Lues                                          | 3.955165     | 97.351654    | 
GC Run 2025                                        | -6.397785    | 107.46389    | 
GDC SOJ Fun Run 5K 2025                            | -6.6257563   | 106.80289    | 
Gebyar AP 60 Fun Run 5K 2025                       | -7.7755413   | 110.38746    | 
Gegerun Dinkes 5K x TMGR 2026                      | -7.3288455   | 110.19787    | 
Gejayan Runners 5K Fun Run 2026                    | -7.7667375   | 110.39146    | 
Gekrafs Morning RUN Westcoast November Jombang     | -7.5395675   | 112.24551    | 
GelaRun Poros 2025                                 | -7.8148994   | 110.92952    | 
GelaRUN! 35th Hagios Ministry 2025                 | -8.665728    | 115.21484    | 
Gelogorun 2025                                     | -8.660426    | 115.211205   | 
Gelora Banguncipto                                 | -7.8163733   | 110.2263     | 
Gelora Merdeka Loop                                | -7.672314    | 110.8425     | 
GembiRUN Loka 2025                                 | -7.803992    | 110.39811    | 
Gembul Run 2025                                    | -7.7532043   | 110.36088    | 
GEMEOH 2025                                        | -0.23390698  | 115.835365   | 
Gemilang Fun Run 2025                              | -6.193201    | 106.524826   | 
GEMPAR FUN RUN 2025                                | -6.9886894   | 108.49704    | 
Gen Run 2026                                       | -8.355258    | 114.14655    | 
Gene Run 2024                                      | -7.7670145   | 110.37429    | 
Geo-Run 5K                                         | -6.6045465   | 106.83691    | 
Geopark Cileuteh Run 2024                          | -7.179866    | 106.463196   | 
Geopark Half Marathon 2023                         | -5.0154037   | 119.68288    | 
Geopark Maros Pangkep Ultra 2024                   | -4.909464    | 119.66035    | 
Geopark Ultra 2025                                 | -4.976169    | 119.673706   | 
Gerak Jalan Balongpanggang Gresik                  | -7.2679896   | 112.44609    | 
Gerak Jalan Majenang 2025                          | -7.310508    | 108.73953    | 
Gerbas funrun & walk 2026                          | -8.405085    | 115.38833    | 
Gesit Run 2026                                     | -7.1694894   | 111.87554    | 
GFNY BALI 2025                                     | -8.727807    | 115.544426   | 
GFNY Bali IFG Life 2023                            | -8.519569    | 115.23993    | 
Gianyar                                            | -8.424825    | 115.26005    | 
Giri Menang Night Run 2026                         | -8.681466    | 116.13655    | 
Girimanah Fun Run 2026                             | -7.744014    | 110.2062     | 
Girlboss Run by OMG                                | -7.804144    | 110.3673     | 
GKB convex loop                                    | -7.1482153   | 112.61322    | 
Gladi Wirottama 2025                               | -6.9091287   | 106.92314    | 
Glagah Tropicolorun 2024                           | -7.916004    | 110.07548    | 
Glagah Tropicolorun 2025                           | -7.910782    | 110.06551    | 
Global Islamic School 2024                         | -6.34464     | 106.69041    | 
Glorizon 2025                                      | -7.483448    | 110.21257    | 
GLOW FEST BLUE SKY                                 | -1.2380273   | 116.82771    | 
GMC Fun Run 2026                                   | -7.7725477   | 110.37514    | 
GMS Run 2023                                       | -7.2865      | 112.6322     | 
GNFY BALI 2025                                     | -8.566643    | 115.42161    | 
Go Ladies Fun Run 2024                             | -6.294007    | 106.64077    | 
Go Sport Run for Education 2026                    | 1.1367528    | 104.11372    | 
Goalpara Trail Run 2025                            | -6.858922    | 106.9747     | 
Golf Adi Sutjipto Yogyakarta                       | -7.79104     | 110.4319     | 
Golf Trovert 2nd Anniversary Fun Golf Tournament   | -6.113488    | 106.74463    | 
Good Day Movement Fun Run 2025                     | -8.687132    | 115.26293    | 
Good Day Movement Fun Run 5K                       | -8.587345    | 116.12003    | 
Good Day Movement Fun Run UNRAM 2025               | -8.584074    | 116.09222    | 
GOR Agus Salim                                     | -0.9287028   | 100.35711    | 
GOR Ahmad Yani Mojokerto                           | -7.4584117   | 112.44332    | 
GOR Bhuana Patra                                   | -8.115176    | 115.08856    | 
GOR Ciracas                                        | -6.325026    | 106.86459    | 
Gor David Tony Limboto                             | 0.63409036   | 122.99284    | 
GOR Debes                                          | -8.552166    | 115.12403    | 
GOR Goentoer Darjono Purbalingga                   | -7.393708    | 109.36041    | 
GOR HP - Stadion GHP - Bonebolango                 | 0.65894705   | 123.08303    | 
GOR JATIDIRI Semarang                              | -7.025897    | 110.40969    | 
GOR KARTIKA CILODONG                               | -6.43483     | 106.844604   | 
GOR Kasintuwu                                      | -1.3813709   | 120.75927    | 
Gor Kilongan                                       | -1.3249068   | 122.02759    | 
GOR Lembu Peteng Tulungagung                       | -8.068925    | 111.88049    | 
GOR Mengwi                                         | -8.540421    | 115.165665   | 
Gor Nani Wartabone - Stadion Merdeka               | 0.5517538    | 123.05586    | 
GOR Pacitan                                        | -8.197611    | 111.0974     | 
GOR Pangeran Timoer                                | -7.54278     | 111.67474    | 
Gor Pelangi Subang                                 | -6.5770354   | 107.76384    | 
GOR Praja Raksaka                                  | -8.71406     | 115.20513    | 
Gor Raden Mas Said                                 | -7.596316    | 110.96005    | 
GOR Saparua                                        | -6.908592    | 107.61641    | 
GOR Satria Purwokerto                              | -7.4151263   | 109.25003    | 
GOR Sempaja - Gelora Kadrie Oening                 | -0.453082    | 117.15652    | 
GOR Soesilo Soedarman Purwokerto                   | -7.408142    | 109.25125    | 
GOR Tamiang Sport Center                           | 4.311203     | 98.054016    | 
GOR TAWANG ALUN BANYUWANGI                         | -8.211273    | 114.35249    | 
GOR Tri Lomba Juang                                | -6.9901147   | 110.41869    | 
GOR TURIDA Mataram                                 | -8.60249     | 116.151115   | 
GOR UNIMA                                          | 1.273963     | 124.87663    | 
GOR Wergu Kudus                                    | -6.8171864   | 110.84987    | 
GOR WUJIL UNGARAN                                  | -7.1705585   | 110.41255    | 
Gorontalo                                          | 0.5692733    | 122.80845    | 
Gorontalo Half Marathon 2025                       | -7.74811     | 113.2087     | 
Gorontalo Utara                                    | 0.9252647    | 122.49201    | 
Gosyen Run Salatiga 10K 2025                       | -7.330882    | 110.50494    | 
Gowes N Run Surakarta                              | -7.5536046   | 110.79874    | 
GOZEAL RUN 5K                                      | -6.126163    | 106.16261    | 
GradingPhoto                                       | -5.098792    | 119.5227     | 
Graha Raya Loop                                    | -6.2308207   | 106.688965   | 
Gralapah 5k 2024                                   | -7.272436    | 112.74392    | 
Grand City Balikpapan                              | -1.22296     | 116.87745    | 
Grand depok city                                   | -6.419296    | 106.84667    | 
Grand Duta City                                    | -6.169712    | 107.021194   | 
Grand Elty Kaktoa Trail Run 2025                   | -5.673721    | 105.533134   | 
Grand Island Pakuwon City Surabaya                 | -7.277777    | 112.81111    | 
Grand Opening FTL Soetta Kopo 2025                 | -6.9461055   | 107.59047    | 
Grand Sharon Residence 5K Fun Run 2025             | -6.9517436   | 107.67381    | 
Grand Wisata                                       | -6.2918644   | 107.045235   | 
Grandhika Run 5K 2024                              | -6.243474    | 106.80298    | 
Green Culture Run 2026                             | -7.244822    | 110.420105   | 
Green Force Run 2023                               | -7.28028     | 112.63619    | 
Green Heroes Run 2023                              | -6.220442    | 106.65333    | 
Green Lake Loop                                    | -6.188963    | 106.70086    | 
Green River View-Tanjung Bunga                     | -5.20016     | 119.39224    | 
Green Run Harmoni x Ashofaa 2026 - Bandung         | -6.5509934   | 106.73702    | 
Gresik                                             | -7.1550293   | 112.57219    | 
Grid Cardio Rush 2024                              | -6.2697015   | 106.63064    | 
GRIN Run 2025 7.5K                                 | -8.497414    | 115.18954    | 
Grissee Running Festival 2025                      | -7.1760397   | 112.65069    | 
Griya Fun run 2025                                 | -0.4832672   | 117.126526   | 
Griya Mbah Lurah Festival 2025                     | -7.682519    | 110.65639    | 
Grobogan                                           | -7.154167    | 110.95066    | 
Grobogan Run 2025                                  | -7.080629    | 110.91727    | 
Grogol Fun Run 2025                                | -7.6002984   | 110.81592    | 
Guardian Run 2023                                  | -6.227966    | 106.80975    | 
Gulun Sport Centre Kota Madiun                     | -7.634339    | 111.52677    | 
GUNASALMA FUN RUN                                  | -7.1882343   | 108.37298    | 
GUNUNG KALONG FUN RUN 6K 2025                      | -7.1201334   | 110.41628    | 
Gunung Kelud                                       | -7.937117    | 112.30265    | 
Gunungkidul heritage run 2024                      | -7.836439    | 110.55008    | 
GWC RUNITY GRAND WISATA                            | -6.295676    | 107.04496    | 
GWK (Garuda Wisnu Kencana)                         | -8.806992    | 115.16092    | 
HAKA Fun Run 2024                                  | -6.952521    | 107.603264   | 
Hakordia Run Sukoharjo 2025                        | -7.68278     | 110.840546   | 
Halfienightrun 2024                                | -6.8976307   | 107.613655   | 
Halloween Golfperience 2023                        | -6.5849915   | 106.8768     | 
Halloween Run 2023                                 | -6.0405216   | 106.691666   | 
Halte Transjakarta Dukuh Atas                      | -6.2053957   | 106.82225    | 
Hanggar Fun Run 2026                               | -7.7738185   | 110.37247    | 
HAPHAP 8K Fun Run & Race 2025                      | -7.0207367   | 107.55246    | 
Happy Feet Walking 2025                            | -7.0214415   | 110.43155    | 
Harau Running Festival 2026                        | -0.07742064  | 100.66568    | 
Harbourbay Downtown Batam                          | 1.1562936    | 103.99686    | 
Hari jadi Kab. Belitung Timur ke -23 Tahun Fun Run | -2.8725102   | 108.27866    | 
HARI KEKAYAAN INTELEKTUAL SEDUNIA POWER WALKING 20 | -7.0127826   | 110.465866   | 
Hari Sehat 2.0 Fun Run 2025                        | -6.757223    | 108.46913    | 
HARRIS DAY 2023                                    | -6.55912     | 106.85027    | 
Harris Day Bandung 7K Run 2024                     | -6.869344    | 107.599144   | 
HARRIS DAY BATAM 2024                              | 0.9820888    | 104.041245   | 
Harris Run Fest 2024                               | -7.7830744   | 110.37815    | 
Hartono Run 2026                                   | -7.7585053   | 110.39909    | 
Haurgeulis Indramayu                               | -6.459508    | 107.94254    | 
HDCI Merdeka Run 2023                              | -7.257177    | 112.73417    | 
Healthy 5k Fun Run 2025                            | -0.8354333   | 119.89862    | 
Healthy Family Festival 2025                       | -6.27658     | 106.72259    | 
Healties Run 6.0 & Fun Walk 2024 Kemenkes          | -6.2199974   | 106.804214   | 
Healty Fest by Npure Color Run 2024                | -6.1284494   | 106.83201    | 
Heli Run ATS 2025                                  | -6.538586    | 106.76336    | 
Hell to Health 7K Fun Run 2026                     | -8.555046    | 115.252785   | 
Hello Kitty Street Run 2024                        | -6.1898785   | 106.73883    | 
hepirun                                            | -7.4726133   | 112.66754    | 
HEPOSPHOR 6.0                                      | -7.055207    | 110.42843    | 
Herbalife Powerun 5K Semarang 2025  Type : Event   | -6.1606083   | 106.81827    | 
Herbalife Run 2024                                 | -6.303159    | 106.636246   | 
Herbalife Run 2025                                 | -6.297764    | 106.634575   | 
Herbalife Run Indonesia 2023                       | -6.070666    | 106.714584   | 
Herbalife Run Paser 2025                           | -1.8720832   | 116.17744    | 
Herbalife run Samarinda 2025                       | -0.52092195  | 117.11666    | 
Herbalife Superhero Run 2026                       | -2.2344987   | 113.91246    | 
Heritage Color Fun Run 2025                        | -6.9061437   | 108.98391    | 
Hermina Run 2025 Chapter Medan                     | -6.281626    | 106.59758    | 
Hermina Run 2026                                   | -6.112157    | 106.749794   | 
Heros Day Guyub Nusantara 2025                     | -6.1377716   | 106.81874    | 
Hidup Sehat Gembira Run 2025                       | -6.650505    | 108.55673    | 
Hill & Run Cloversary X 2025                       | -6.872787    | 107.64266    | 
HIMKANU FUN RUN TUBAN 2025                         | -6.8868785   | 112.01789    | 
HIPMI Bali wondrful Run 2025                       | -8.48167     | 115.20662    | 
HIPMI Jaya Golf 2023                               | -6.2848606   | 106.89462    | 
HIPMI Sigi Fest Fun Run 2024                       | -0.94316995  | 119.8809     | 
HIPMI Tabanan Run 2025                             | -8.275994    | 115.15419    | 
HK Fun Run 2025                                    | -7.4768105   | 110.218094   | 
HKN FUN RUN 2024                                   | -7.795989    | 110.3853     | 
HKN FUN RUN 5K MANADO 2024                         | 1.4748305    | 124.84208    | 
HMI 5K FUN RUN GORONTALO 2025                      | 0.627209     | 122.97987    | 
HoKo Fun Run 5K Cirebon                            | -6.724425    | 108.5547     | 
Hoko Run 5K Jakarta 2026                           | -6.244574    | 106.78942    | 
Hoko Run Bali 2025                                 | -8.245262    | 115.16134    | 
Hoko Run x Handara 2026                            | -8.245287    | 115.16134    | 
HOL RUN 2026 grendharvest                          | -8.177383    | 114.25087    | 
Hollywood Junction | Jababeka                      | -6.2928433   | 107.16988    | 
HOPE (Head and Neck Oncology Update)               | -6.198379    | 106.704445   | 
Horison Trail Run Galunggung Tasikmalaya           | -7.260699    | 108.08636    | 
HorroRun 2023                                      | -6.214541    | 106.801926   | 
Hosfour Run 2025                                   | -6.930971    | 109.679016   | 
HSC Run 2025                                       | -6.2926354   | 106.81409    | 
Hub Ride Banyuwangi 2024                           | -8.314938    | 114.34392    | 
HULU MIGAS BERLARI                                 | -6.300675    | 106.894745   | 
Hulu Sungai Selatan                                | -2.766268    | 115.23634    | 
Hulu Sungai Tengah                                 | -2.6153162   | 115.52074    | 
Hulu Sungai Utara                                  | -2.4421225   | 115.18892    | 
Humaniorun FIB UI 2025                             | -6.362966    | 106.828156   | 
Hutkot pemda cikarang                              | -6.3726225   | 107.17695    | 
Hystoric Race 2026                                 | -6.1668816   | 106.83387    | 
Hyundai Bangka Fun Bike 2024                       | -2.17469     | 106.13487    | 
Hz Mustofa Kota Tasikmalaya                        | -7.3311048   | 108.21949    | 
Ibnu Sina Batam Run 2026                           | 1.1453805    | 104.01586    | 
Icon Foam Run 2025                                 | -7.166388    | 112.60186    | 
Icon Mall Bali Fun Run 2024                        | -8.692413    | 115.2639     | 
Icon Sanur                                         | -8.686038    | 115.264824   | 
IDI Bojonegoro MedikRun 2025                       | -7.16296     | 111.898186   | 
IDI Bromo Medic Run 2026                           | -7.9113483   | 112.956604   | 
